date,Team_1,Team_2,Winner,Margin,Ground
9/2/2002,Kenya,Australia,Australia,8 wickets,Nairobi (Gym)
9/4/2002,Australia,Pakistan,Australia,9 wickets,Nairobi (Gym)
9/5/2002,Kenya,Australia,Australia,5 wickets,Nairobi (Gym)
9/7/2002,Australia,Pakistan,Pakistan,-,Nairobi (Gym)
9/15/2002,Australia,New Zealand,Australia,164 runs,Colombo (SSC)
9/19/2002,Australia,Bangladesh,Australia,9 wickets,Colombo (SSC)
9/27/2002,Sri Lanka,Australia,Sri Lanka,7 wickets,Colombo (RPS)
12/13/2002,Australia,England,Australia,7 wickets,Sydney
12/15/2002,Australia,England,Australia,89 runs,Melbourne
12/22/2002,Australia,Sri Lanka,Australia,142 runs,Perth
1/9/2003,Australia,Sri Lanka,Sri Lanka,79 runs,Sydney
1/11/2003,Australia,England,Australia,7 runs,Hobart
1/15/2003,Australia,Sri Lanka,Australia,4 wickets,Brisbane
1/19/2003,Australia,England,Australia,4 wickets,Adelaide
1/21/2003,Australia,Sri Lanka,Australia,9 wickets,Melbourne
1/23/2003,Australia,England,Australia,10 wickets,Sydney
1/25/2003,Australia,England,Australia,5 runs,Melbourne
2/11/2003,Australia,Pakistan,Australia,82 runs,Johannesburg
2/15/2003,Australia,India,Australia,9 wickets,Centurion
2/20/2003,Australia,Netherlands,Australia,75 runs,Potchefstroom
2/24/2003,Zimbabwe,Australia,Australia,7 wickets,Bulawayo
2/27/2003,Australia,Namibia,Australia,256 runs,Potchefstroom
3/2/2003,Australia,England,Australia,2 wickets,Port Elizabeth
3/7/2003,Australia,Sri Lanka,Australia,96 runs,Centurion
3/11/2003,Australia,New Zealand,Australia,96 runs,Port Elizabeth
3/15/2003,Australia,Kenya,Australia,5 wickets,Durban
3/18/2003,Australia,Sri Lanka,Australia,48 runs,Port Elizabeth
3/23/2003,Australia,India,Australia,125 runs,Johannesburg
5/17/2003,West Indies,Australia,Australia,2 runs,Kingston
5/18/2003,West Indies,Australia,Australia,8 wickets,Kingston
5/21/2003,West Indies,Australia,Australia,25 runs,Gros Islet
5/24/2003,West Indies,Australia,Australia,67 runs,Port of Spain
5/25/2003,West Indies,Australia,West Indies,39 runs,Port of Spain
5/30/2003,West Indies,Australia,West Indies,3 wickets,St George's
6/1/2003,West Indies,Australia,West Indies,9 wickets,St George's
8/2/2003,Australia,Bangladesh,Australia,8 wickets,Cairns
8/3/2003,Australia,Bangladesh,Australia,9 wickets,Cairns
8/6/2003,Australia,Bangladesh,Australia,112 runs,Darwin
10/26/2003,India,Australia,India,37 runs,Gwalior
10/29/2003,Australia,New Zealand,Australia,8 wickets,Faridabad
11/1/2003,India,Australia,Australia,77 runs,Mumbai
11/3/2003,Australia,New Zealand,Australia,2 wickets,Pune
11/9/2003,Australia,New Zealand,Australia,44 runs,Guwahati
11/12/2003,India,Australia,Australia,61 runs,Bengaluru
11/18/2003,India,Australia,Australia,37 runs,Kolkata
1/9/2004,Australia,India,Australia,18 runs,Melbourne
1/11/2004,Australia,Zimbabwe,Australia,99 runs,Sydney
1/16/2004,Australia,Zimbabwe,Australia,148 runs,Hobart
1/18/2004,Australia,India,India,19 runs,Brisbane
1/22/2004,Australia,India,Australia,2 wickets,Sydney
1/26/2004,Australia,Zimbabwe,Australia,13 runs,Adelaide
1/29/2004,Australia,Zimbabwe,Zimbabwe,-,Melbourne
2/1/2004,Australia,India,Australia,5 wickets,Perth
2/6/2004,Australia,India,Australia,7 wickets,Melbourne
2/8/2004,Australia,India,Australia,208 runs,Sydney
2/20/2004,Sri Lanka,Australia,Australia,84 runs,Dambulla
2/22/2004,Sri Lanka,Australia,Sri Lanka,1 runs,Dambulla
2/25/2004,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS)
2/27/2004,Sri Lanka,Australia,Australia,40 runs,Colombo (RPS)
2/29/2004,Sri Lanka,Australia,Sri Lanka,3 wickets,Colombo (SSC)
5/25/2004,Zimbabwe,Australia,Australia,7 wickets,Harare
5/27/2004,Zimbabwe,Australia,Australia,139 runs,Harare
5/29/2004,Zimbabwe,Australia,Australia,8 wickets,Harare
8/23/2004,Australia,India,India,-,Amstelveen
8/25/2004,Australia,Pakistan,Pakistan,-,Amstelveen
8/28/2004,Australia,Pakistan,Australia,17 runs,Amstelveen
9/4/2004,Australia,Pakistan,Australia,10 runs,Lord's
9/13/2004,Australia,U.S.A.,Australia,9 wickets,Southampton
9/16/2004,Australia,New Zealand,Australia,7 wickets,The Oval
9/21/2004,England,Australia,England,6 wickets,Birmingham
12/5/2004,Australia,New Zealand,New Zealand,4 wickets,Melbourne (Docklands)
12/8/2004,Australia,New Zealand,Australia,17 runs,Sydney
12/10/2004,Australia,New Zealand,New Zealand,-,Brisbane
1/14/2005,Australia,West Indies,Australia,116 runs,Melbourne
1/16/2005,Australia,Pakistan,Australia,4 wickets,Hobart
1/21/2005,Australia,West Indies,West Indies,-,Brisbane
1/23/2005,Australia,Pakistan,Australia,9 wickets,Sydney
1/26/2005,Australia,West Indies,Australia,73 runs,Adelaide
1/30/2005,Australia,Pakistan,Pakistan,3 wickets,Perth
2/4/2005,Australia,Pakistan,Australia,18 runs,Melbourne
2/6/2005,Australia,Pakistan,Australia,31 runs,Sydney
2/19/2005,New Zealand,Australia,Australia,10 runs,Wellington
2/22/2005,New Zealand,Australia,Australia,106 runs,Christchurch
2/26/2005,New Zealand,Australia,Australia,86 runs,Auckland
3/1/2005,New Zealand,Australia,Australia,7 wickets,Wellington
3/5/2005,New Zealand,Australia,Australia,122 runs,Napier
6/18/2005,Australia,Bangladesh,Bangladesh,5 wickets,Cardiff
6/19/2005,England,Australia,England,3 wickets,Bristol
6/23/2005,England,Australia,Australia,57 runs,Chester-le-Street
6/25/2005,Australia,Bangladesh,Australia,10 wickets,Manchester
6/28/2005,England,Australia,England,-,Birmingham
6/30/2005,Australia,Bangladesh,Australia,6 wickets,Canterbury
7/2/2005,England,Australia,England,-,Lord's
7/7/2005,England,Australia,England,9 wickets,Leeds
7/10/2005,England,Australia,Australia,7 wickets,Lord's
7/12/2005,England,Australia,Australia,8 wickets,The Oval
10/5/2005,Australia,ICC World XI,Australia,93 runs,Melbourne (Docklands)
10/7/2005,Australia,ICC World XI,Australia,55 runs,Melbourne (Docklands)
10/9/2005,Australia,ICC World XI,Australia,156 runs,Melbourne (Docklands)
12/3/2005,New Zealand,Australia,Australia,147 runs,Auckland
12/7/2005,New Zealand,Australia,Australia,2 runs,Wellington
12/10/2005,New Zealand,Australia,New Zealand,2 wickets,Christchurch
1/13/2006,Australia,Sri Lanka,Australia,116 runs,Melbourne (Docklands)
1/15/2006,Australia,South Africa,South Africa,5 wickets,Brisbane
1/20/2006,Australia,South Africa,Australia,59 runs,Melbourne (Docklands)
1/22/2006,Australia,Sri Lanka,Sri Lanka,51 runs,Sydney
1/26/2006,Australia,Sri Lanka,Australia,5 wickets,Adelaide
1/29/2006,Australia,Sri Lanka,Australia,6 wickets,Perth
2/3/2006,Australia,South Africa,Australia,80 runs,Melbourne (Docklands)
2/5/2006,Australia,South Africa,Australia,57 runs,Sydney
2/10/2006,Australia,Sri Lanka,Sri Lanka,22 runs,Adelaide
2/12/2006,Australia,Sri Lanka,Australia,167 runs,Sydney
2/14/2006,Australia,Sri Lanka,Australia,9 wickets,Brisbane
2/26/2006,South Africa,Australia,South Africa,6 wickets,Centurion
3/3/2006,South Africa,Australia,South Africa,196 runs,Cape Town
3/5/2006,South Africa,Australia,Australia,24 runs,Port Elizabeth
3/10/2006,South Africa,Australia,Australia,1 wickets,Durban
3/12/2006,South Africa,Australia,South Africa,1 wickets,Johannesburg
4/23/2006,Bangladesh,Australia,Australia,4 wickets,Chattogram
4/26/2006,Bangladesh,Australia,Australia,67 runs,Fatullah
4/28/2006,Bangladesh,Australia,Australia,9 wickets,Fatullah
9/12/2006,Australia,West Indies,Australia,78 runs,Kuala Lumpur
9/16/2006,Australia,India,India,-,Kuala Lumpur
9/18/2006,Australia,West Indies,West Indies,3 wickets,Kuala Lumpur
9/22/2006,Australia,India,Australia,18 runs,Kuala Lumpur
9/24/2006,Australia,West Indies,Australia,127 runs,Kuala Lumpur
10/18/2006,Australia,West Indies,West Indies,10 runs,Mumbai (BS)
10/21/2006,Australia,England,Australia,6 wickets,Jaipur
10/29/2006,India,Australia,Australia,6 wickets,Mohali
11/1/2006,Australia,New Zealand,Australia,34 runs,Mohali
11/5/2006,Australia,West Indies,Australia,8 wickets,Mumbai (BS)
1/12/2007,Australia,England,Australia,8 wickets,Melbourne
1/14/2007,Australia,New Zealand,Australia,105 runs,Hobart
1/19/2007,Australia,England,Australia,4 wickets,Brisbane
1/21/2007,Australia,New Zealand,Australia,2 wickets,Sydney
1/26/2007,Australia,England,Australia,9 wickets,Adelaide
1/28/2007,Australia,New Zealand,Australia,8 runs,Perth
2/2/2007,Australia,England,England,92 runs,Sydney
2/4/2007,Australia,New Zealand,Australia,5 wickets,Melbourne
2/9/2007,Australia,England,England,4 wickets,Melbourne
2/11/2007,Australia,England,England,34 runs,Sydney
2/16/2007,New Zealand,Australia,New Zealand,10 wickets,Wellington
2/18/2007,New Zealand,Australia,New Zealand,5 wickets,Auckland
2/20/2007,New Zealand,Australia,New Zealand,1 wickets,Hamilton
3/14/2007,Australia,Scotland,Australia,203 runs,Basseterre
3/18/2007,Australia,Netherlands,Australia,229 runs,Basseterre
3/24/2007,Australia,South Africa,Australia,83 runs,Basseterre
3/27/2007,West Indies,Australia,Australia,103 runs,North Sound
3/31/2007,Australia,Bangladesh,Australia,10 wickets,North Sound
4/8/2007,Australia,England,Australia,7 wickets,North Sound
4/13/2007,Australia,Ireland,Australia,9 wickets,Bridgetown
4/16/2007,Australia,Sri Lanka,Australia,7 wickets,St George's
4/20/2007,Australia,New Zealand,Australia,215 runs,St George's
4/25/2007,Australia,South Africa,Australia,7 wickets,Gros Islet
4/28/2007,Australia,Sri Lanka,Australia,53 runs,Bridgetown
9/29/2007,India,Australia,India,-,Bengaluru
10/2/2007,India,Australia,Australia,84 runs,Kochi
10/5/2007,India,Australia,Australia,47 runs,Hyderabad (Deccan)
10/8/2007,India,Australia,India,8 runs,Chandigarh
10/11/2007,India,Australia,Australia,9 wickets,Vadodara
10/14/2007,India,Australia,Australia,18 runs,Nagpur
10/17/2007,India,Australia,India,2 wickets,Mumbai
12/14/2007,Australia,New Zealand,Australia,7 wickets,Adelaide
12/16/2007,Australia,New Zealand,New Zealand,-,Sydney
12/20/2007,Australia,New Zealand,Australia,114 runs,Hobart
2/3/2008,Australia,India,India,-,Brisbane
2/8/2008,Australia,Sri Lanka,Australia,128 runs,Sydney
2/10/2008,Australia,India,India,5 wickets,Melbourne
2/15/2008,Australia,Sri Lanka,Australia,63 runs,Perth
2/17/2008,Australia,India,Australia,50 runs,Adelaide
2/22/2008,Australia,Sri Lanka,Australia,24 runs,Melbourne
2/24/2008,Australia,India,Australia,18 runs,Sydney
2/29/2008,Australia,Sri Lanka,Sri Lanka,13 runs,Melbourne
3/2/2008,Australia,India,India,6 wickets,Sydney
3/4/2008,Australia,India,India,9 runs,Brisbane
6/24/2008,West Indies,Australia,Australia,84 runs,Kingstown
6/27/2008,West Indies,Australia,Australia,63 runs,St George's
6/29/2008,West Indies,Australia,Australia,7 wickets,St George's
7/4/2008,West Indies,Australia,Australia,1 runs,Basseterre
7/6/2008,West Indies,Australia,Australia,169 runs,Basseterre
8/30/2008,Australia,Bangladesh,Australia,180 runs,Darwin
9/3/2008,Australia,Bangladesh,Australia,8 wickets,Darwin
9/6/2008,Australia,Bangladesh,Australia,73 runs,Darwin
1/16/2009,Australia,South Africa,South Africa,3 wickets,Melbourne
1/18/2009,Australia,South Africa,Australia,5 runs,Hobart
1/23/2009,Australia,South Africa,South Africa,3 wickets,Sydney
1/26/2009,Australia,South Africa,South Africa,8 wickets,Adelaide
1/30/2009,Australia,South Africa,South Africa,39 runs,Perth
2/1/2009,Australia,New Zealand,New Zealand,2 wickets,Perth
2/6/2009,Australia,New Zealand,New Zealand,6 wickets,Melbourne
2/8/2009,Australia,New Zealand,Australia,32 runs,Sydney
2/10/2009,Australia,New Zealand,Australia,6 wickets,Adelaide
2/13/2009,Australia,New Zealand,New Zealand,-,Brisbane
4/3/2009,South Africa,Australia,Australia,141 runs,Durban
4/5/2009,South Africa,Australia,South Africa,7 wickets,Centurion
4/9/2009,South Africa,Australia,South Africa,25 runs,Cape Town
4/13/2009,South Africa,Australia,South Africa,61 runs,Port Elizabeth
4/17/2009,South Africa,Australia,Australia,47 runs,Johannesburg
4/22/2009,Australia,Pakistan,Pakistan,4 wickets,Dubai (DSC)
4/24/2009,Australia,Pakistan,Australia,6 wickets,Dubai (DSC)
4/27/2009,Australia,Pakistan,Australia,27 runs,Abu Dhabi
5/1/2009,Australia,Pakistan,Australia,8 wickets,Abu Dhabi
5/3/2009,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi
8/28/2009,Scotland,Australia,Australia,189 runs,Edinburgh
9/4/2009,England,Australia,Australia,4 runs,The Oval
9/6/2009,England,Australia,Australia,39 runs,Lord's
9/9/2009,England,Australia,Australia,6 wickets,Southampton
9/12/2009,England,Australia,Australia,7 wickets,Lord's
9/15/2009,England,Australia,Australia,4 wickets,Nottingham
9/17/2009,England,Australia,Australia,111 runs,Nottingham
9/20/2009,England,Australia,England,4 wickets,Chester-le-Street
9/26/2009,Australia,West Indies,Australia,50 runs,Johannesburg
9/28/2009,Australia,India,India,-,Centurion
9/30/2009,Australia,Pakistan,Australia,2 wickets,Centurion
10/2/2009,Australia,England,Australia,9 wickets,Centurion
10/5/2009,Australia,New Zealand,Australia,6 wickets,Centurion
10/25/2009,India,Australia,Australia,4 runs,Vadodara
10/28/2009,India,Australia,India,99 runs,Nagpur
10/31/2009,India,Australia,India,6 wickets,Delhi
11/2/2009,India,Australia,Australia,24 runs,Mohali
11/5/2009,India,Australia,Australia,3 runs,Hyderabad (Deccan)
11/8/2009,India,Australia,Australia,6 wickets,Guwahati
11/11/2009,India,Australia,India,-,Mumbai
1/22/2010,Australia,Pakistan,Australia,5 wickets,Brisbane
1/24/2010,Australia,Pakistan,Australia,140 runs,Sydney
1/26/2010,Australia,Pakistan,Australia,40 runs,Adelaide
1/29/2010,Australia,Pakistan,Australia,135 runs,Perth
1/31/2010,Australia,Pakistan,Australia,2 wickets,Perth
2/7/2010,Australia,West Indies,Australia,113 runs,Melbourne
2/9/2010,Australia,West Indies,Australia,8 wickets,Adelaide
2/12/2010,Australia,West Indies,West Indies,-,Sydney
2/14/2010,Australia,West Indies,Australia,50 runs,Brisbane
2/19/2010,Australia,West Indies,Australia,125 runs,Melbourne
3/3/2010,New Zealand,Australia,New Zealand,2 wickets,Napier
3/6/2010,New Zealand,Australia,Australia,12 runs,Auckland
3/9/2010,New Zealand,Australia,Australia,6 wickets,Hamilton
3/11/2010,New Zealand,Australia,Australia,6 wickets,Auckland
3/13/2010,New Zealand,Australia,New Zealand,51 runs,Wellington
6/17/2010,Ireland,Australia,Australia,39 runs,Dublin
6/22/2010,England,Australia,England,4 wickets,Southampton
6/24/2010,England,Australia,England,4 wickets,Cardiff
6/27/2010,England,Australia,England,1 wickets,Manchester
6/30/2010,England,Australia,Australia,78 runs,The Oval
7/3/2010,England,Australia,Australia,42 runs,Lord's
10/17/2010,India,Australia,India,-,Kochi
10/20/2010,India,Australia,India,5 wickets,Visakhapatnam
10/24/2010,India,Australia,India,-,Margao
11/3/2010,Australia,Sri Lanka,Sri Lanka,1 wickets,Melbourne
11/5/2010,Australia,Sri Lanka,Sri Lanka,29 runs,Sydney
11/7/2010,Australia,Sri Lanka,Australia,8 wickets,Brisbane
1/16/2011,Australia,England,Australia,6 wickets,Melbourne
1/21/2011,Australia,England,Australia,46 runs,Hobart
1/23/2011,Australia,England,Australia,4 wickets,Sydney
1/26/2011,Australia,England,England,21 runs,Adelaide
1/30/2011,Australia,England,Australia,51 runs,Brisbane
2/2/2011,Australia,England,Australia,2 wickets,Sydney
2/6/2011,Australia,England,Australia,57 runs,Perth
2/21/2011,Australia,Zimbabwe,Australia,91 runs,Ahmedabad
2/25/2011,Australia,New Zealand,Australia,7 wickets,Nagpur
3/5/2011,Sri Lanka,Australia,Sri Lanka,-,Colombo (RPS)
3/13/2011,Australia,Kenya,Australia,60 runs,Bengaluru
3/16/2011,Australia,Canada,Australia,7 wickets,Bengaluru
3/19/2011,Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS)
3/24/2011,India,Australia,India,5 wickets,Ahmedabad
4/9/2011,Bangladesh,Australia,Australia,60 runs,Dhaka
4/11/2011,Bangladesh,Australia,Australia,9 wickets,Dhaka
4/13/2011,Bangladesh,Australia,Australia,66 runs,Dhaka
8/10/2011,Sri Lanka,Australia,Australia,7 wickets,Pallekele
8/14/2011,Sri Lanka,Australia,Australia,8 wickets,Hambantota
8/16/2011,Sri Lanka,Australia,Sri Lanka,78 runs,Hambantota
8/20/2011,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS)
8/22/2011,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS)
10/19/2011,South Africa,Australia,Australia,93 runs,Centurion
10/23/2011,South Africa,Australia,South Africa,80 runs,Port Elizabeth
10/28/2011,South Africa,Australia,Australia,3 wickets,Durban
2/5/2012,Australia,India,Australia,65 runs,Melbourne
2/10/2012,Australia,Sri Lanka,Australia,5 runs,Perth
2/12/2012,Australia,India,India,4 wickets,Adelaide
2/17/2012,Australia,Sri Lanka,Sri Lanka,8 wickets,Sydney
2/19/2012,Australia,India,Australia,110 runs,Brisbane
2/24/2012,Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart
2/26/2012,Australia,India,Australia,87 runs,Sydney
3/2/2012,Australia,Sri Lanka,Sri Lanka,9 runs,Melbourne
3/4/2012,Australia,Sri Lanka,Australia,15 runs,Brisbane
3/6/2012,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide
3/8/2012,Australia,Sri Lanka,Australia,16 runs,Adelaide
3/16/2012,West Indies,Australia,Australia,64 runs,Kingstown
3/18/2012,West Indies,Australia,West Indies,5 wickets,Kingstown
3/20/2012,West Indies,Australia,West Indies,-,Kingstown
3/23/2012,West Indies,Australia,West Indies,42 runs,Gros Islet
3/25/2012,West Indies,Australia,Australia,30 runs,Gros Islet
6/23/2012,Ireland,Australia,Ireland,-,Belfast
6/29/2012,England,Australia,England,15 runs,Lord's
7/1/2012,England,Australia,England,6 wickets,The Oval
7/4/2012,England,Australia,England,-,Birmingham
7/7/2012,England,Australia,England,8 wickets,Chester-le-Street
7/10/2012,England,Australia,England,7 wickets,Manchester
8/25/2012,Afghanistan,Australia,Australia,66 runs,Sharjah
8/28/2012,Australia,Pakistan,Australia,4 wickets,Sharjah
8/31/2012,Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi
9/3/2012,Australia,Pakistan,Australia,3 wickets,Sharjah
1/11/2013,Australia,Sri Lanka,Australia,107 runs,Melbourne
1/13/2013,Australia,Sri Lanka,Sri Lanka,8 wickets,Adelaide
1/18/2013,Australia,Sri Lanka,Sri Lanka,4 wickets,Brisbane
1/20/2013,Australia,Sri Lanka,Sri Lanka,-,Sydney
1/23/2013,Australia,Sri Lanka,Australia,32 runs,Hobart
2/1/2013,Australia,West Indies,Australia,9 wickets,Perth
2/3/2013,Australia,West Indies,Australia,54 runs,Perth
2/6/2013,Australia,West Indies,Australia,39 runs,Canberra
2/8/2013,Australia,West Indies,Australia,5 wickets,Sydney
2/10/2013,Australia,West Indies,Australia,17 runs,Melbourne
6/8/2013,England,Australia,England,48 runs,Birmingham
6/12/2013,Australia,New Zealand,New Zealand,-,Birmingham
6/17/2013,Australia,Sri Lanka,Sri Lanka,20 runs,The Oval
9/3/2013,Scotland,Australia,Australia,200 runs,Edinburgh
9/6/2013,England,Australia,England,-,Leeds
9/8/2013,England,Australia,Australia,88 runs,Manchester
9/11/2013,England,Australia,England,-,Birmingham
9/14/2013,England,Australia,England,3 wickets,Cardiff
