,name,date,Versus,Ground,batting_runs,batting_aggregate,batting_average,bowling_wickets,bowling_aggregate,bowling_average,fielding_catches,fielding_aggregate,keeping_catches,keeping_stumps,keeping_aggregate,Age_Match,team1_name,team1_score,team2_name,team2_score,team1_total_wickets,team2_total_wickets
1444,Ahmed Shehzad,11/4/2017,West Indies,Providence Stadium,3,2585,33.57,,2,70,,26,,,,25 years 139 days,Pakistan,236,West Indies,233,9,4
1445,Ahmed Shehzad,4/6/2017,India,Edgbaston,12,2597,33.29,,2,70,,26,,,,25 years 193 days,Pakistan,164,India,319,3,10
1446,Ahmed Shehzad,13/10/2017,Sri Lanka,Dubai International Cricket Stadium,0,2597,32.87,,2,70,,26,,,,25 years 324 days,Pakistan,292,Sri Lanka,209,8,6
1447,Ahmed Shehzad,16/10/2017,Sri Lanka,Sheikh Zayed Stadium,8,2605,32.56,,2,70,2,28,,,,25 years 327 days,Pakistan,219,Sri Lanka,187,10,9
1448,Asad Shafiq,12/12/2014,New Zealand,Sharjah Cricket Stadium,1,1194,25.4,0/9,0,,,11,,,,28 years 318 days,Pakistan,252,New Zealand,255,6,10
1449,Asad Shafiq,14/12/2014,New Zealand,Sharjah Cricket Stadium,23,1217,25.35,,0,,,11,,,,28 years 320 days,Pakistan,364,New Zealand,217,10,7
1450,Asad Shafiq,19/12/2014,New Zealand,Sheikh Zayed Stadium,7,1224,24.98,,0,,1,12,,,,28 years 325 days,Pakistan,207,New Zealand,275,4,10
1451,Asad Shafiq,26/05/2015,Zimbabwe,Gaddafi Stadium,-,1224,24.98,,0,,,12,,,,29 years 117 days,Pakistan,375,Zimbabwe,334,5,3
1452,Asad Shafiq,29/05/2015,Zimbabwe,Gaddafi Stadium,39,1263,25.26,,0,,1,13,,,,29 years 120 days,Pakistan,269,Zimbabwe,268,7,4
1453,Asad Shafiq,31/05/2015,Zimbabwe,Gaddafi Stadium,16,1279,25.08,,0,,,13,,,,29 years 122 days,Pakistan,296,Zimbabwe,68,0,9
1454,Asad Shafiq,3/10/2015,Zimbabwe,Harare Sports Club,1,1280,24.62,,0,,,13,,,,29 years 247 days,Pakistan,256,Zimbabwe,276,6,8
1455,Asad Shafiq,5/10/2015,Zimbabwe,Harare Sports Club,38*,1318,25.35,,0,,,13,,,,29 years 249 days,Pakistan,162,Zimbabwe,161,10,3
1456,Asad Shafiq,15/01/2017,Australia,Melbourne Cricket Ground,13,1331,25.11,,0,,1,14,,,,30 years 352 days,Pakistan,221,Australia,220,10,4
1457,Asad Shafiq,19/01/2017,Australia,WACA Ground,5,1336,24.74,,0,,,14,,,,30 years 356 days,Pakistan,263,Australia,265,3,7
1458,Asif Ali,23/09/2018,India,Dubai International Cricket Stadium,30,160,32,,0,,,2,,,,26 years 357 days,Pakistan,237,India,238,1,7
1459,Asif Ali,26/09/2018,Bangladesh,Sheikh Zayed Stadium,31,191,31.83,,0,,,2,,,,26 years 360 days,Pakistan,202,Bangladesh,239,10,9
1460,Asif Ali,11/11/2018,New Zealand,Dubai International Cricket Stadium,9,200,28.57,,0,,,2,,,,27 years 41 days,Pakistan,279,New Zealand,35,1,8
1461,Asif Ali,8/5/2019,England,Kennington Oval,-,200,28.57,,0,,,2,,,,27 years 219 days,Pakistan,194,"
                    England    
                  ",169,2,4
1462,Asif Ali,11/5/2019,England,The Rose Bowl,51,251,31.38,,0,,,2,,,,27 years 222 days,Pakistan,361,England,373,3,7
1463,Asif Ali,14/05/2019,England,County Ground (Bristol),52,303,33.67,0/9,0,,1,3,,,,27 years 225 days,Pakistan,358,England,359,4,9
1464,Asif Ali,17/05/2019,England,Trent Bridge,17,320,32,,0,,,3,,,,27 years 228 days,Pakistan,340,England,341,7,7
1465,Asif Ali,19/05/2019,England,Headingley,22,342,31.09,,0,,1,4,,,,27 years 230 days,Pakistan,297,England,351,9,10
1466,Asif Ali,3/6/2019,England,Trent Bridge,14,356,29.67,,0,,,4,,,,27 years 245 days,Pakistan,348,England,334,9,8
1467,Asif Ali,12/6/2019,Australia,The Cooper Associates County Ground,5,361,27.77,,0,,1,5,,,,27 years 254 days,Pakistan,266,Australia,307,10,10
1468,Azhar Ali,22/01/2017,Australia,Sydney Cricket Ground,7,1599,39,,4,65,,5,,,,31 years 337 days,Pakistan,267,Australia,353,6,10
1469,Azhar Ali,26/01/2017,Australia,Adelaide Oval,6,1605,38.21,,4,65,1,6,,,,31 years 341 days,Pakistan,312,Australia,369,7,10
1470,Azhar Ali,4/6/2017,India,Edgbaston,50,1655,38.49,,4,65,1,7,,,,32 years 105 days,Pakistan,164,India,319,3,10
1471,Azhar Ali,7/6/2017,South Africa,Edgbaston,9,1664,37.82,,4,65,,7,,,,32 years 108 days,Pakistan,119,South Africa,219,8,3
1472,Azhar Ali,12/6/2017,Sri Lanka,Sophia Gardens,34,1698,37.73,,4,65,,7,,,,32 years 113 days,Pakistan,237,Sri Lanka,236,10,7
1473,Azhar Ali,14/06/2017,England,Sophia Gardens,76,1774,38.57,,4,65,1,8,,,,32 years 115 days,Pakistan,215,England,211,10,2
1474,Azhar Ali,18/06/2017,India,Kennington Oval,59,1833,39,,4,65,,8,,,,32 years 119 days,Pakistan,338,India,158,10,4
1475,Azhar Ali,6/1/2018,New Zealand,Basin Reserve,6,1839,38.31,,4,65,,8,,,,32 years 321 days,Pakistan,166,New Zealand,315,7,6
1476,Azhar Ali,8/1/2018,New Zealand,Saxton Oval,6,1845,37.65,,4,65,,8,,,,32 years 323 days,Pakistan,246,New Zealand,151,2,9
1477,Azhar Ali,13/01/2018,New Zealand,University Oval,0,1845,36.9,,4,65,,8,,,,32 years 328 days,Pakistan,74,New Zealand,257,10,10
1478,Babar Azam,16/06/2019,India,Old Trafford,48,2902,50.91,,0,,2,34,,,,24 years 244 days,Pakistan,212,India,336,5,6
1479,Babar Azam,23/06/2019,South Africa,Lord's,69,2971,51.22,,0,,,34,,,,24 years 251 days,Pakistan,308,South Africa,259,9,7
1480,Babar Azam,26/06/2019,New Zealand,Edgbaston,101*,3072,52.97,,0,,,34,,,,24 years 254 days,Pakistan,241,New Zealand,237,6,4
1481,Babar Azam,29/06/2019,Afghanistan,Headingley,45,3117,52.83,,0,,1,35,,,,24 years 257 days,Pakistan,230,Afghanistan,227,9,7
1482,Babar Azam,5/7/2019,Bangladesh,Lord's,96,3213,53.55,,0,,1,36,,,,24 years 263 days,Pakistan,315,Bangladesh,221,10,9
1483,Babar Azam,30/09/2019,Sri Lanka,National Stadium (Karachi),115,3328,54.56,,0,,,36,,,,24 years 350 days,Pakistan,305,Sri Lanka,238,10,7
1484,Babar Azam,2/10/2019,Sri Lanka,National Stadium (Karachi),31,3359,54.18,,0,,,36,,,,24 years 352 days,Pakistan,299,Sri Lanka,297,9,5
1485,Babar Azam,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,19,3378,53.62,,0,,,36,,,,26 years 15 days,Pakistan,281,Zimbabwe,255,10,8
1486,Babar Azam,1/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,77*,3455,54.84,,0,,,36,,,,26 years 17 days,Pakistan,208,Zimbabwe,206,10,4
1487,Babar Azam,3/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,125,3580,55.94,,0,,,36,,,,26 years 19 days,Pakistan,278,Zimbabwe,278,6,9
1488,Faheem Ashraf,11/11/2018,New Zealand,Dubai International Cricket Stadium,5,104,13,0/17,18,22.72,,5,,,,24 years 299 days,Pakistan,279,New Zealand,35,1,8
1489,Faheem Ashraf,19/01/2019,South Africa,St George's Park,-,104,13,0/64,18,26.28,,5,,,,25 years 2 days,Pakistan,267,South Africa,266,2,5
1490,Faheem Ashraf,22/01/2019,South Africa,Kingsmead,0,104,11.56,0/32,18,28.06,,5,,,,25 years 5 days,Pakistan,203,South Africa,207,5,10
1491,Faheem Ashraf,22/03/2019,Australia,Sharjah Cricket Stadium,28,132,13.2,Jan-50,19,29.21,,5,,,,25 years 64 days,Pakistan,280,Australia,281,2,5
1492,Faheem Ashraf,23/03/2019,Australia,Sharjah Cricket Stadium,14,146,13.27,0/45,19,31.58,,5,,,,25 years 65 days,Pakistan,284,Australia,285,2,7
1493,Faheem Ashraf,8/5/2019,England,Kennington Oval,-,146,13.27,,19,31.58,,5,,,,25 years 111 days,Pakistan,235,"
                    England    
                  ",230,3,0
1494,Faheem Ashraf,11/5/2019,England,The Rose Bowl,3,149,12.42,0/69,19,35.21,,5,,,,25 years 114 days,Pakistan,361,England,373,3,7
1495,Faheem Ashraf,14/05/2019,England,County Ground (Bristol),13,162,12.46,Jan-75,20,37.2,,5,,,,25 years 117 days,Pakistan,358,England,359,4,9
1496,Faheem Ashraf,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,23,185,13.21,0/57,20,40.05,,5,,,,26 years 287 days,Pakistan,281,Zimbabwe,255,10,8
1497,Faheem Ashraf,1/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,-,185,13.21,30-Jan,21,39.57,,5,,,,26 years 289 days,Pakistan,208,Zimbabwe,206,10,4
1498,Fakhar Zaman,3/6/2019,England,Trent Bridge,36,1700,50,,1,111,1,17,,,,29 years 53 days,Pakistan,348,England,334,9,8
1499,Fakhar Zaman,12/6/2019,Australia,The Cooper Associates County Ground,0,1700,48.57,,1,111,,17,,,,29 years 62 days,Pakistan,266,Australia,307,10,10
1500,Fakhar Zaman,16/06/2019,India,Old Trafford,62,1762,48.94,,1,111,,17,,,,29 years 66 days,Pakistan,212,India,336,5,6
1501,Fakhar Zaman,23/06/2019,South Africa,Lord's,44,1806,48.81,,1,111,,17,,,,29 years 73 days,Pakistan,308,South Africa,259,9,7
1502,Fakhar Zaman,26/06/2019,New Zealand,Edgbaston,9,1815,47.76,,1,111,,17,,,,29 years 76 days,Pakistan,241,New Zealand,237,6,4
1503,Fakhar Zaman,29/06/2019,Afghanistan,Headingley,0,1815,46.54,,1,111,1,18,,,,29 years 79 days,Pakistan,230,Afghanistan,227,9,7
1504,Fakhar Zaman,5/7/2019,Bangladesh,Lord's,13,1828,45.7,,1,111,1,19,,,,29 years 85 days,Pakistan,315,Bangladesh,221,10,9
1505,Fakhar Zaman,30/09/2019,Sri Lanka,National Stadium (Karachi),54,1882,45.9,,1,111,2,21,,,,29 years 172 days,Pakistan,305,Sri Lanka,238,10,7
1506,Fakhar Zaman,2/10/2019,Sri Lanka,National Stadium (Karachi),76,1958,46.62,,1,111,,21,,,,29 years 174 days,Pakistan,299,Sri Lanka,297,9,5
1507,Fakhar Zaman,3/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,2,1960,45.58,,1,111,,21,,,,30 years 207 days,Pakistan,278,Zimbabwe,278,6,9
1508,Haris Sohail,11/5/2019,England,The Rose Bowl,14,1279,47.37,0/16,11,54,1,13,,,,30 years 121 days,Pakistan,361,England,373,3,7
1509,Haris Sohail,14/05/2019,England,County Ground (Bristol),41,1320,47.14,0/19,11,55.73,,13,,,,30 years 124 days,Pakistan,358,England,359,4,9
1510,Haris Sohail,31/05/2019,West Indies,Trent Bridge,8,1328,45.79,,11,55.73,,13,,,,30 years 141 days,Pakistan,105,West Indies,108,3,10
1511,Haris Sohail,23/06/2019,South Africa,Lord's,89,1417,47.23,,11,55.73,,13,,,,30 years 164 days,Pakistan,308,South Africa,259,9,7
1512,Haris Sohail,26/06/2019,New Zealand,Edgbaston,68,1485,47.9,,11,55.73,1,14,,,,30 years 167 days,Pakistan,241,New Zealand,237,6,4
1513,Haris Sohail,29/06/2019,Afghanistan,Headingley,27,1512,47.25,,11,55.73,,14,,,,30 years 170 days,Pakistan,230,Afghanistan,227,9,7
1514,Haris Sohail,5/7/2019,Bangladesh,Lord's,6,1518,46,,11,55.73,1,15,,,,30 years 176 days,Pakistan,315,Bangladesh,221,10,9
1515,Haris Sohail,30/09/2019,Sri Lanka,National Stadium (Karachi),40,1558,45.82,,11,55.73,,15,,,,30 years 263 days,Pakistan,305,Sri Lanka,238,10,7
1516,Haris Sohail,2/10/2019,Sri Lanka,National Stadium (Karachi),56,1614,46.11,,11,55.73,2,17,,,,30 years 265 days,Pakistan,299,Sri Lanka,297,9,5
1517,Haris Sohail,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,71,1685,46.81,,11,55.73,,17,,,,31 years 294 days,Pakistan,281,Zimbabwe,255,10,8
1518,Hasan Ali,25/01/2019,South Africa,SuperSport Park,1,203,12.69,Jan-33,77,24.18,,12,,,,24 years 352 days,Pakistan,317,South Africa,187,2,6
1519,Hasan Ali,8/5/2019,England,Kennington Oval,-,203,12.69,,77,24.18,,12,,,,25 years 89 days,Pakistan,231,"
                    England    
                  ",224,2,2
1520,Hasan Ali,11/5/2019,England,The Rose Bowl,4*,207,12.94,Jan-81,78,24.91,,12,,,,25 years 92 days,Pakistan,361,England,373,3,7
1521,Hasan Ali,14/05/2019,England,County Ground (Bristol),18*,225,14.06,0/55,78,25.62,,12,,,,25 years 95 days,Pakistan,358,England,359,4,9
1522,Hasan Ali,17/05/2019,England,Trent Bridge,1,226,13.29,Jan-57,79,26.01,,12,,,,25 years 98 days,Pakistan,340,England,341,7,7
1523,Hasan Ali,19/05/2019,England,Headingley,11,237,13.17,Jan-70,80,26.56,,12,,,,25 years 100 days,Pakistan,297,England,351,9,10
1524,Hasan Ali,31/05/2019,West Indies,Trent Bridge,1,238,12.53,0/39,80,27.05,,12,,,,25 years 112 days,Pakistan,105,West Indies,108,3,10
1525,Hasan Ali,3/6/2019,England,Trent Bridge,10*,248,13.05,0/66,80,27.88,,12,,,,25 years 115 days,Pakistan,348,England,334,9,8
1526,Hasan Ali,12/6/2019,Australia,The Cooper Associates County Ground,32,280,14,Jan-67,81,28.36,,12,,,,25 years 124 days,Pakistan,266,Australia,307,10,10
1527,Hasan Ali,16/06/2019,India,Old Trafford,-,280,14,Jan-84,82,29.04,,12,,,,25 years 128 days,Pakistan,212,India,336,5,6
1528,Imad Wasim,19/05/2019,England,Headingley,25,778,40.95,Mar-53,39,42.03,,10,,,,30 years 151 days,Pakistan,297,England,351,9,10
1529,Imad Wasim,31/05/2019,West Indies,Trent Bridge,1,779,38.95,,39,42.03,,10,,,,30 years 163 days,Pakistan,105,West Indies,108,3,10
1530,Imad Wasim,16/06/2019,India,Old Trafford,46*,825,41.25,0/49,39,43.28,,10,,,,30 years 179 days,Pakistan,212,India,336,5,6
1531,Imad Wasim,23/06/2019,South Africa,Lord's,23,848,40.38,0/48,39,44.51,,10,,,,30 years 186 days,Pakistan,308,South Africa,259,9,7
1532,Imad Wasim,26/06/2019,New Zealand,Edgbaston,-,848,40.38,0/17,39,44.95,,10,,,,30 years 189 days,Pakistan,241,New Zealand,237,6,4
1533,Imad Wasim,29/06/2019,Afghanistan,Headingley,49*,897,42.71,Feb-48,41,43.93,1,11,,,,30 years 192 days,Pakistan,230,Afghanistan,227,9,7
1534,Imad Wasim,5/7/2019,Bangladesh,Lord's,43,940,42.73,0/26,41,44.56,,11,,,,30 years 198 days,Pakistan,315,Bangladesh,221,10,9
1535,Imad Wasim,30/09/2019,Sri Lanka,National Stadium (Karachi),12,952,41.39,Jan-38,42,44.4,1,12,,,,30 years 285 days,Pakistan,305,Sri Lanka,238,10,7
1536,Imad Wasim,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,34*,986,42.87,Jan-49,43,44.51,,12,,,,31 years 316 days,Pakistan,281,Zimbabwe,255,10,8
1537,Imad Wasim,1/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,-,986,42.87,Jan-43,44,44.48,,12,,,,31 years 318 days,Pakistan,208,Zimbabwe,206,10,4
1538,Imam-ul-Haq,12/6/2019,Australia,The Cooper Associates County Ground,53,1486,57.15,,0,,1,6,,,,23 years 182 days,Pakistan,266,Australia,307,10,10
1539,Imam-ul-Haq,16/06/2019,India,Old Trafford,7,1493,55.3,,0,,,6,,,,23 years 186 days,Pakistan,212,India,336,5,6
1540,Imam-ul-Haq,23/06/2019,South Africa,Lord's,44,1537,54.89,,0,,1,7,,,,23 years 193 days,Pakistan,308,South Africa,259,9,7
1541,Imam-ul-Haq,26/06/2019,New Zealand,Edgbaston,19,1556,53.66,,0,,,7,,,,23 years 196 days,Pakistan,241,New Zealand,237,6,4
1542,Imam-ul-Haq,29/06/2019,Afghanistan,Headingley,36,1592,53.07,,0,,,7,,,,23 years 199 days,Pakistan,230,Afghanistan,227,9,7
1543,Imam-ul-Haq,5/7/2019,Bangladesh,Lord's,100,1692,54.58,,0,,,7,,,,23 years 205 days,Pakistan,315,Bangladesh,221,10,9
1544,Imam-ul-Haq,30/09/2019,Sri Lanka,National Stadium (Karachi),31,1723,53.84,,0,,,7,,,,23 years 292 days,Pakistan,305,Sri Lanka,238,10,7
1545,Imam-ul-Haq,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,58,1781,53.97,,0,,,7,,,,24 years 323 days,Pakistan,281,Zimbabwe,255,10,8
1546,Imam-ul-Haq,1/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,49,1830,53.82,,0,,1,8,,,,24 years 325 days,Pakistan,208,Zimbabwe,206,10,4
1547,Imam-ul-Haq,3/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,4,1834,52.4,,0,,,8,,,,24 years 327 days,Pakistan,278,Zimbabwe,278,6,9
1548,Junaid Khan,18/07/2018,Zimbabwe,Queens Sports Club,-,60,4.62,7-Feb,99,27.82,,5,,,,28 years 206 days,Pakistan,69,Zimbabwe,67,10,1
1549,Junaid Khan,20/07/2018,Zimbabwe,Queens Sports Club,-,60,4.62,Jan-32,100,27.86,1,6,,,,28 years 208 days,Pakistan,399,Zimbabwe,155,10,1
1550,Junaid Khan,22/07/2018,Zimbabwe,Queens Sports Club,-,60,4.62,0/35,100,28.21,,6,,,,28 years 210 days,Pakistan,364,Zimbabwe,233,4,4
1551,Junaid Khan,26/09/2018,Bangladesh,Sheikh Zayed Stadium,3*,63,4.85,19-Apr,104,27.31,,6,,,,28 years 276 days,Pakistan,202,Bangladesh,239,10,9
1552,Junaid Khan,7/11/2018,New Zealand,Sheikh Zayed Stadium,0*,63,4.85,0/56,104,27.85,1,7,,,,28 years 318 days,Pakistan,219,New Zealand,266,9,10
1553,Junaid Khan,27/03/2019,Australia,Sheikh Zayed Stadium,5,68,4.86,Jan-58,105,28.13,,7,,,,29 years 92 days,Pakistan,186,Australia,266,6,10
1554,Junaid Khan,29/03/2019,Australia,Dubai International Cricket Stadium,0*,68,4.86,0/47,105,28.58,,7,,,,29 years 94 days,Pakistan,271,Australia,277,7,8
1555,Junaid Khan,31/03/2019,Australia,Dubai International Cricket Stadium,-,68,4.86,Mar-73,108,28.46,,7,,,,29 years 96 days,Pakistan,307,Australia,327,7,7
1556,Junaid Khan,14/05/2019,England,County Ground (Bristol),0*,68,4.86,Jan-57,109,28.72,,7,,,,29 years 140 days,Pakistan,358,England,359,4,9
1557,Junaid Khan,17/05/2019,England,Trent Bridge,-,68,4.86,Jan-85,110,29.24,1,8,,,,29 years 143 days,Pakistan,340,England,341,7,7
1558,Mohammad Amir,31/05/2019,West Indies,Trent Bridge,3*,355,19.72,26-Mar,63,31.7,,6,,,,27 years 47 days,Pakistan,105,West Indies,108,3,10
1559,Mohammad Amir,3/6/2019,England,Trent Bridge,-,355,19.72,Feb-67,65,31.75,,6,,,,27 years 50 days,Pakistan,348,England,334,9,8
1560,Mohammad Amir,12/6/2019,Australia,The Cooper Associates County Ground,0,355,18.68,30-May,70,29.91,,6,,,,27 years 59 days,Pakistan,266,Australia,307,10,10
1561,Mohammad Amir,16/06/2019,India,Old Trafford,-,355,18.68,Mar-47,73,29.33,,6,,,,27 years 63 days,Pakistan,212,India,336,5,6
1562,Mohammad Amir,23/06/2019,South Africa,Lord's,-,355,18.68,Feb-49,75,29.2,,6,,,,27 years 70 days,Pakistan,308,South Africa,259,9,7
1563,Mohammad Amir,26/06/2019,New Zealand,Edgbaston,-,355,18.68,Jan-67,76,29.7,,6,,,,27 years 73 days,Pakistan,241,New Zealand,237,6,4
1564,Mohammad Amir,29/06/2019,Afghanistan,Headingley,-,355,18.68,0/41,76,30.24,1,7,,,,27 years 76 days,Pakistan,230,Afghanistan,227,9,7
1565,Mohammad Amir,5/7/2019,Bangladesh,Lord's,8,363,18.15,31-Jan,77,30.25,1,8,,,,27 years 82 days,Pakistan,315,Bangladesh,221,10,9
1566,Mohammad Amir,30/09/2019,Sri Lanka,National Stadium (Karachi),-,363,18.15,21-Jan,78,30.13,,8,,,,27 years 169 days,Pakistan,305,Sri Lanka,238,10,7
1567,Mohammad Amir,2/10/2019,Sri Lanka,National Stadium (Karachi),-,363,18.15,Mar-50,81,29.63,,8,,,,27 years 171 days,Pakistan,299,Sri Lanka,297,9,5
1568,Mohammad Hafeez,17/05/2019,England,Trent Bridge,59,6361,33.13,0/48,137,37.85,1,80,,,,38 years 211 days,Pakistan,340,England,341,7,7
1569,Mohammad Hafeez,19/05/2019,England,Headingley,0,6361,32.96,0/25,137,38.04,,80,,,,38 years 213 days,Pakistan,297,England,351,9,10
1570,Mohammad Hafeez,31/05/2019,West Indies,Trent Bridge,16,6377,32.87,,137,38.04,1,81,,,,38 years 225 days,Pakistan,105,West Indies,108,3,10
1571,Mohammad Hafeez,3/6/2019,England,Trent Bridge,84,6461,33.13,Jan-43,138,38.07,1,82,,,,38 years 228 days,Pakistan,348,England,334,9,8
1572,Mohammad Hafeez,12/6/2019,Australia,The Cooper Associates County Ground,46,6507,33.2,Jan-60,139,38.23,1,83,,,,38 years 237 days,Pakistan,266,Australia,307,10,10
1573,Mohammad Hafeez,16/06/2019,India,Old Trafford,9,6516,33.08,0/11,139,38.31,,83,,,,38 years 241 days,Pakistan,212,India,336,5,6
1574,Mohammad Hafeez,23/06/2019,South Africa,Lord's,20,6536,33.01,0/11,139,38.39,1,84,,,,38 years 248 days,Pakistan,308,South Africa,259,9,7
1575,Mohammad Hafeez,26/06/2019,New Zealand,Edgbaston,32,6568,33.01,0/22,139,38.55,,84,,,,38 years 251 days,Pakistan,241,New Zealand,237,6,4
1576,Mohammad Hafeez,29/06/2019,Afghanistan,Headingley,19,6587,32.94,0/10,139,38.62,1,85,,,,38 years 254 days,Pakistan,230,Afghanistan,227,9,7
1577,Mohammad Hafeez,5/7/2019,Bangladesh,Lord's,27,6614,32.91,0/32,139,38.85,,85,,,,38 years 260 days,Pakistan,315,Bangladesh,221,10,9
1578,Mohammad Irfan,1/10/2015,Zimbabwe,Harare Sports Club,-,48,5.33,0/7,69,31.25,,8,,,,33 years 116 days,Pakistan,259,Zimbabwe,128,10,6
1579,Mohammad Irfan,3/10/2015,Zimbabwe,Harare Sports Club,-,48,5.33,Jan-47,70,31.47,1,9,,,,33 years 118 days,Pakistan,256,Zimbabwe,276,6,8
1580,Mohammad Irfan,5/10/2015,Zimbabwe,Harare Sports Club,-,48,5.33,Jan-43,71,31.63,,9,,,,33 years 120 days,Pakistan,162,Zimbabwe,161,10,3
1581,Mohammad Irfan,11/11/2015,England,Sheikh Zayed Stadium,-,48,5.33,Mar-35,74,30.82,,9,,,,33 years 157 days,Pakistan,217,England,216,10,4
1582,Mohammad Irfan,13/11/2015,England,Sheikh Zayed Stadium,0,48,4.8,Jan-46,75,31.03,,9,,,,33 years 159 days,Pakistan,188,England,283,5,10
1583,Mohammad Irfan,17/11/2015,England,Sharjah Cricket Stadium,0,48,4.36,29-Jan,76,31,,9,,,,33 years 163 days,Pakistan,208,England,210,4,10
1584,Mohammad Irfan,20/11/2015,England,Dubai International Cricket Stadium,0*,48,4.36,Feb-64,78,31.03,,9,,,,33 years 166 days,Pakistan,271,England,355,5,10
1585,Mohammad Irfan,25/01/2016,New Zealand,Basin Reserve,0,48,4,Feb-43,80,30.79,,9,,,,33 years 232 days,Pakistan,210,New Zealand,280,8,10
1586,Mohammad Irfan,31/01/2016,New Zealand,Eden Park,0*,48,4,Jan-60,81,31.15,1,10,,,,33 years 238 days,Pakistan,290,New Zealand,265,7,10
1587,Mohammad Irfan,1/9/2016,England,Headingley,-,48,4,26-Feb,83,30.71,1,11,,,,34 years 87 days,Pakistan,247,England,252,6,8
1588,Mohammad Nawaz,30/09/2016,West Indies,Sharjah Cricket Stadium,19,138,27.6,Apr-42,7,33.57,,1,,,,22 years 193 days,Pakistan,284,West Indies,175,10,9
1589,Mohammad Nawaz,2/10/2016,West Indies,Sharjah Cricket Stadium,-,138,27.6,0/39,7,39.14,,1,,,,22 years 195 days,Pakistan,337,West Indies,278,7,5
1590,Mohammad Nawaz,5/10/2016,West Indies,Sheikh Zayed Stadium,4*,142,28.4,Mar-40,10,31.4,,1,,,,22 years 198 days,Pakistan,308,West Indies,172,10,6
1591,Mohammad Nawaz,13/01/2017,Australia,Brisbane Cricket Ground,1,143,23.83,Jan-48,11,32.91,,1,,,,22 years 298 days,Pakistan,176,Australia,268,9,10
1592,Mohammad Nawaz,18/01/2018,New Zealand,Basin Reserve,23,166,23.71,0/43,11,36.82,1,2,,,,23 years 303 days,Pakistan,256,New Zealand,271,7,10
1593,Mohammad Nawaz,22/07/2018,Zimbabwe,Queens Sports Club,-,166,23.71,Feb-47,13,34.77,,2,,,,24 years 123 days,Pakistan,364,Zimbabwe,233,4,4
1594,Mohammad Nawaz,21/09/2018,Afghanistan,Sheikh Zayed Stadium,10,176,22,Mar-57,16,31.81,2,4,,,,24 years 184 days,Pakistan,258,Afghanistan,257,6,7
1595,Mohammad Nawaz,23/09/2018,India,Dubai International Cricket Stadium,15*,191,23.88,0/35,16,34,,4,,,,24 years 186 days,Pakistan,237,India,238,1,7
1596,Mohammad Nawaz,26/09/2018,Bangladesh,Sheikh Zayed Stadium,8,199,22.11,0/39,16,36.44,,4,,,,24 years 189 days,Pakistan,202,Bangladesh,239,10,9
1597,Mohammad Nawaz,2/10/2019,Sri Lanka,National Stadium (Karachi),-,199,22.11,24-Jan,17,35.71,1,5,,,,25 years 194 days,Pakistan,299,Sri Lanka,297,9,5
1598,Mohammad Rizwan,27/01/2019,South Africa,Wanderers Stadium,4*,464,29,,0,,,12,3,,15,26 years 239 days,Pakistan,168,South Africa,164,10,2
1599,Mohammad Rizwan,30/01/2019,South Africa,Newlands,10,474,27.88,,0,,,12,1,,16,26 years 242 days,Pakistan,240,South Africa,241,3,8
1600,Mohammad Rizwan,22/03/2019,Australia,Sharjah Cricket Stadium,-,474,27.88,,0,,,12,1,,17,26 years 293 days,Pakistan,280,Australia,281,2,5
1601,Mohammad Rizwan,23/03/2019,Australia,Sharjah Cricket Stadium,115,589,32.72,,0,,,12,,,17,26 years 294 days,Pakistan,284,Australia,285,2,7
1602,Mohammad Rizwan,27/03/2019,Australia,Sheikh Zayed Stadium,0,589,31,,0,,,12,,,17,26 years 298 days,Pakistan,186,Australia,266,6,10
1603,Mohammad Rizwan,29/03/2019,Australia,Dubai International Cricket Stadium,104,693,34.65,,0,,,12,,1,18,26 years 300 days,Pakistan,271,Australia,277,7,8
1604,Mohammad Rizwan,31/03/2019,Australia,Dubai International Cricket Stadium,12,705,33.57,,0,,,12,,,18,26 years 302 days,Pakistan,307,Australia,327,7,7
1605,Mohammad Rizwan,30/10/2020,Zimbabwe,Rawalpindi Cricket Stadium,14,719,32.68,,0,,,12,1,,19,28 years 151 days,Pakistan,281,Zimbabwe,255,10,8
1606,Mohammad Rizwan,1/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,1,720,31.3,,0,,,12,1,,20,28 years 153 days,Pakistan,208,Zimbabwe,206,10,4
1607,Mohammad Rizwan,3/11/2020,Zimbabwe,Rawalpindi Cricket Stadium,10,730,30.42,,0,,,12,1,,21,28 years 155 days,Pakistan,278,Zimbabwe,278,6,9
